Product Name,Quantity,Retail Price,Received,Profit,Amazon Link,Ebay Link
"Swiffer 360 Dusters Extendable Handle Starter Kit, 3 Count Duster Refill",1,9.94,15.09,2.89,https://www.amazon.com/dp/B001TQ6IHS?tag=dcaft-20,https://www.ebay.com/itm/176256953813
"AMZVIO Eye Patches for Adults,Adjustable Medical Eye Patch for Left and Right Eye,3D Black Eyepatch for Lazy Eye or After Eye Surgery (Large Size)…",1,9.82,13.99,2.07,https://www.amazon.com/Amzvio-Eye-Patches-For-Adults-Left-And-Right-Eye-Adjustable-Adult-Eyepatch-For/dp/B09CLM5HYZ?tag=dcaft-20,https://www.ebay.com/itm/145056418373
"Milk-Bone Original Brushing Chews, 35 Small/Medium Daily Dental Dog Treats",1,13.39,16.99,1.05,https://www.amazon.com/Milk-Bone-079100785605-Brushing-Dental-Small-Medium/dp/B07M623CLT?tag=dcaft-20,https://www.ebay.com/itm/364719785087
Harvest 2000 Hot and Sour Soup - 16 oz (1 Can),1,11.99,19.04,4.19,https://www.amazon.com/Harvest2000-Hot-and-Sour-Soup/dp/B00FAYX1ZC?tag=dcaft-20,https://www.ebay.com/itm/404904350796
"FRAM PH10575 Spin-On Oil Filter, Extra Guard.",1,4.75,6.97,1.17,https://www.amazon.com/Fram-Ph10575-Spin-On-Oil-Filter-Extra-Guard/dp/B003YNYCIG?tag=dcaft-20,https://www.ebay.com/itm/296204190018
"French's Honey Mustard Dipping Sauce, 12 oz",3,8.94,16.86,5.4,https://www.amazon.com/Frenchs-Honey-Dip-Sauce-12/dp/B07BTHBHWK?tag=dcaft-20,https://www.ebay.com/itm/315205992626
DALIX Bank Bags Money Pouch Security Deposit Utility Zipper Coin Bag Blue 2 Pack,1,8.67,11.87,1.42,https://www.amazon.com/Dalix-Bank-Bags-Money-Pouch-Security-Deposit-Utility-Zipper-Coin-Bag-Blue-2-Pack/dp/B072YWMK2R?tag=dcaft-20,https://www.ebay.com/itm/314188372409
Fantasy Flight Games Star Wars Armada MC30c Frigate EXPANSION PACK | Miniatures Battle Game | Strategy Game for Adults and Teens | Ages 14+ | 2 Players | Avg. Playtime 2 Hours,1,19.11,23.85,1.16,https://www.amazon.com/Fantasy-Flight-Games-Star-Wars-Armada-Mc30C-Frigate-Expansion-Pack-Miniatures/dp/1633441199?tag=dcaft-20,https://www.ebay.com/itm/315119506798
Marineland PR11988 Aquarium O Ring Gasket Replacement Kit for Canister Filter Models C-160 and C-220,2,25.66,35.5,4.52,https://www.amazon.com/dp/B0027J6CZY?tag=dcaft-20,https://www.ebay.com/itm/225984980131
Two of a Kind,1,9.8,12.81,1.09,https://www.amazon.com/dp/B00020HB4Q?tag=dcaft-20,https://www.ebay.com/itm/134842283678
"BZBMGMO Upgrade Wire Bender and Cable Bender 500MCM,Redesign of the Posts Surface Will Not Damage the Insulation and Knuckle protection Design",1,16.04,21.99,2.65,https://www.amazon.com/dp/B09D9QK4Q5?tag=dcaft-20,https://www.ebay.com/itm/225888445855
"Neosporin Lip Health Overnight Renewal Therapy, 0.27 Oz, Pack of 2",1,8.77,13.64,2.82,https://www.amazon.com/Neosporin-Lip-Health-Overnight-Renewal-Therapy-White-Petrolatum-Lip-Protectant/dp/B08G51PM4J?tag=dcaft-20,https://www.ebay.com/itm/355535155147
"Solar Lights Outdoor Waterproof LED Rock Lights Brick Lights Pavers Lights Landscaping Lights for Garden, Patio, Pathway, Yard Decor 4x4 Size (White 4Pack)",2,63.82,88.12,11.08,https://www.amazon.com/dp/B09FJDBRCH?tag=dcaft-20,https://www.ebay.com/itm/225902671292
"Nature's Way Kidney Bladder, Traditional Herbs Supplement, 900mg Per Serving, 100 Vegan Capsules",1,9.19,12.39,1.34,https://www.amazon.com/dp/B00014EEQG?tag=dcaft-20,https://www.ebay.com/itm/285547870949
Engine Oil Dipstick Tube - Metal,1,14.04,18.19,1.42,https://www.amazon.com/Dorman-917-433-Engine-Oil-Dipstick-Tube-Metal-Compatible-With-Select-Models/dp/B01ID3J20E?tag=dcaft-20,https://www.ebay.com/itm/156135812170
"Affresh Washing Machine Cleaner, Cleans Front Load and Top Load Washers, Including HE, 3 Tablets",1,7.39,10.23,1.31,https://www.amazon.com/Affresh-W10549846-Washing-Machine-Including/dp/B00132Q9M2?tag=dcaft-20,https://www.ebay.com/itm/404464835630
Wartime Comedies 8-Movie Collection [DVD],1,5.28,7.63,1.21,https://www.amazon.com/Wartime-Comedies-8-Movie-Collection-Abbott/dp/B00TYZ3662?tag=dcaft-20,https://www.ebay.com/itm/395035563265
PARTSRUN 21119-2161 Igniter Ignitor Module for Club Car DS Gas Golf Cart 1992-1996 FE290 FE350 1016491 ZF345-2,1,17.35,21.87,1.24,https://www.amazon.com/Partsrun-21119-2161-Igniter-Ignitor-Module-For-Club-Car-Ds-Gas-Golf-Cart-1992-19/dp/B07TC2T4FX?tag=dcaft-20,https://www.ebay.com/itm/305493858594
Rumours,1,7.42,10.24,1.28,https://www.amazon.com/dp/B000002KGT?tag=dcaft-20,https://www.ebay.com/itm/375232678929
iTaimay Oil Pressure Sensor Switch Socket for Special Size 1-1/16 Inch 27mm (Min) X 28.3mm(Max) Socket Switch 2-1/4 Inch Deep for Chrys ; Check OEM NO.Compatible with Vehicle in Details,1,9.71,12.63,1.03,https://www.amazon.com/Itaimay-Oil-Pressure-Sensor-Switch-Socket-For-Special-Size-1-116-Inch-27Mm-Min/dp/B0B18ZXRLJ?tag=dcaft-20,https://www.ebay.com/itm/315078778527
"Rust-Oleum 249322 Automotive Self Etching Primer Spray Paint, 12 oz, Dark Green",1,7.78,10.58,1.21,https://www.amazon.com/Rust-Oleum-249322-Automotive-Self-Etching-Primer-Spray-Paint-12-Oz-Dark-Green/dp/B003CT498A?tag=dcaft-20,https://www.ebay.com/itm/296198783498
"Direct Store DP103 22.5"" Stainless Steel Flavorizer Bars Replacement for Weber 7536, Spirit 300 E310 E320 S310 S320, Spirit 700, Weber 900, Genesis Silver B C/Gold B C, Replace for Weber 7537, 65903",1,25.55,33.41,2.85,https://www.amazon.com/dp/B01G67X6YW?tag=dcaft-20,https://www.ebay.com/itm/335277781788
IMPRESA KitchenAid Compatible Mixer Feet (5-Pack) - Universal Replacement Rubber Feet for KitchenAid Stand Mixers - Replacement for 4161530 and 9709707 Foot,1,8.5,11.52,1.29,https://www.amazon.com/dp/B07D6Z7WHJ?tag=dcaft-20,https://www.ebay.com/itm/134826758099
"40 PCS Self-Adhesive Laminating Sheets, 9 x 12 Inches Clear Laminating Sheets No Machine Needed Self Sealing Laminate Sheets",1,9.71,12.72,1.1,https://www.amazon.com/40-Pcs-Self-Adhesive-Laminating-Sheets-9-X-12-Inches-Clear-Laminating-Sheets-No/dp/B0C2HSHMT2?tag=dcaft-20,https://www.ebay.com/itm/355538679579
"Schylling Twirling Baton - Gymnastic Dance Stick - Assorted Colors: Pink, Purple, White - Ages 3+ - Pack of 1, Large",1,9.95,15.23,3,https://www.amazon.com/Schylling-Twirling-Baton/dp/B004JMNI9U?tag=dcaft-20,https://www.ebay.com/itm/176311533735
"CCidea 40 Capacity CD/DVD Case Holder Portable Wallet Disc Storage Binder for Car, Home,Travel Carrying Organizer (Black) Specials",1,10.51,13.84,1.25,https://www.amazon.com/dp/B079LXTSW6?tag=dcaft-20,https://www.ebay.com/itm/355538651585
"Lawn Aerator Shoes, Spike Shoes Lawn Aerator Tool Aeration Shoes for Epoxy Floor, Lawn Yard Patio Lawn Garden Yard (Black)",1,13.37,17.58,1.57,https://www.amazon.com/Aerator-Shoes-Aeration-Garden-Butler/dp/B0B37GQ5P8?tag=dcaft-20,https://www.ebay.com/itm/134998992753
"Wall Plate Screws, 100 pcs White Outlet Screws 6-32 Thread Light Electrical Cover Panel Switch Plate Screws 4 Length Assorted Sizes (3/8"", 1/2"", 3/4"", 1 inch)",1,6.3,9.51,1.78,https://www.amazon.com/dp/B0B3VM5J8G?tag=dcaft-20,https://www.ebay.com/itm/225788565195
XCRFID UNFUSED J2A040 40k EEPROM with 2 Track Hi CO Magstripe Compatible JCOP21 36K Java JCOP Based Smart Card with SDK Kit (1PCS),2,23.96,33.36,4.4,https://www.amazon.com/Xcrfid-Unfused-J2A040-40K-Eeprom-With-2-Track-Hi-Co-Magstripe-Compatible-Jcop21/dp/B09KN85911?tag=dcaft-20,https://www.ebay.com/itm/375273686720
Attwood 9065-1 Vented Battery Box for Series 24 Batteries,1,9.08,12.05,1.16,https://www.amazon.com/Attwood-9065-1-Vented-Battery-Box-For-Series-24-Batteries/dp/B000Y82MHW?tag=dcaft-20,https://www.ebay.com/itm/155978128986
"32050 6-Watt Replacement Bulbs Compatible with DynaTrap DT2000XL and DT2000XLP, 9 Inch T5 Dynatrap 1 Acre Mosquito & Flying Insect Trap Replacement UV Bulb - 4 Pack",1,10.54,14.69,1.95,https://www.amazon.com/dp/B0B5DDLXKK?tag=dcaft-20,https://www.ebay.com/itm/315130688040
"Mylanta Antacid and Gas Relief, Maximum Strength Formula, Classic Flavor, 12 Fluid Ounce",2,17.2,22.78,2.16,https://www.amazon.com/dp/B01EKJ941C?tag=dcaft-20,https://www.ebay.com/itm/156052074953
"HyperWhistle The Original Worlds Loudest Whistle up to 142db Loud, Very Long Range, for Referee, Coaches, Instructors, Sports, Teachers, Life Guard, Self Defense, Survival, Emergency uses (Black)",1,18.31,22.99,1.23,https://www.amazon.com/Hyperwhistle-The-Original-Worlds-Loudest-Whistle-Up-To-142Db-Loud-Very-Long-Ran/dp/B01MUGZE9A?tag=dcaft-20,https://www.ebay.com/itm/156088975620
My Little Pony: Equestria Girls - Magical Movie Night [DVD],1,16.05,21.99,2.64,https://www.amazon.com/My-Little-Pony-Equestria-Magical/dp/B071YTY4HK?tag=dcaft-20,https://www.ebay.com/itm/225925086291
"Dulcolax Liquid Laxative, Stimulant Free Laxative for Comfortable Relief, Cherry Flavor, 12 oz.",2,11.24,17.42,3.56,https://www.amazon.com/Dulcolax-Liquid-Laxative-Stimulant-Free-Laxative-For-Comfortable-Relief-Cherry/dp/B07QH2S1VJ?tag=dcaft-20,https://www.ebay.com/itm/355541861990
"Custom Install Parts 5.25-6.5"" Speaker Adapter Fits Harley Davidson Ultra & Roadglide Street Electra Enclosure Trim Mount Bezel",1,9.99,18.9,6.08,https://www.amazon.com/dp/B00Q31MGVG?tag=dcaft-20,https://www.ebay.com/itm/315079103159
"Jokari 10270 Secura Cable Stripping Knife for All Standard Round Cables, No. 27, 13.2cm L x 2.9cm W x 3.5cm H",1,23.83,30.91,2.44,https://www.amazon.com/Jokari-10270-Secura-Cable-Stripping-Knife-For-All-Standard-Round-Cables-No-27/dp/B00BMUDIGA?tag=dcaft-20,https://www.ebay.com/itm/225958764655
Nylabone Power Chew Flavored Durable Chew Toy for Dogs - Dog Toys for Aggressive Chewers - Indestructible Dog Bones for Medium Dogs - Original Flavor Medium/Wolf,2,7.44,14,4.46,https://www.amazon.com/dp/B0002ASLRC?tag=dcaft-20,https://www.ebay.com/itm/186038293092
"BIC Cristal Xtra Bold Ballpoint Pens, Bold Point (1.6mm) For Vivid And Dramatic Lines, Assorted Colors, 24-Count Pack",1,5.61,7.89,1.1,https://www.amazon.com/BIC-MSBAPP241-Ballpoint-Assorted-24-Count/dp/B075CGYY5P?tag=dcaft-20,https://www.ebay.com/itm/135007154641
"Rust-Oleum 7220830 Textured Spray Paint, 12 oz, Black",1,10.48,15.92,3.05,https://www.amazon.com/Rust-Oleum-7220830-Textured-Spray-Paint-12-Oz-Black/dp/B000QD7J7I?tag=dcaft-20,https://www.ebay.com/itm/176319574518
"Replacemen Push-on Alligator Clips for Multimeter Test Lead,4 Pcs (4 PCS)",1,6.48,8.8,1,https://www.amazon.com/dp/B07PXS2B4B?tag=dcaft-20,https://www.ebay.com/itm/296182456913
"Replacement Brush Heads Compatible with OralB Braun- Best Double Clean, Pack of 4 Electric Toothbrush Replacement Heads- for Oral B Pro, 1000, 8000, 9000, Adults, Kids, Vitality, Dual Plus!",1,6.85,10.42,2.01,https://www.amazon.com/Replacement-Compatible-Electric-Toothbrush-Vitality/dp/B083KG2WS7?tag=dcaft-20,https://www.ebay.com/itm/403357536482
Skyley Cross Graphite Casting Ingot Mold Metal Refining Scrap Melting Casting Mould for Gold Silver Metal,1,8.54,11.52,1.25,https://www.amazon.com/Skyley-Cross-Graphite-Casting-Ingot-Mold-Metal-Refining-Scrap-Melting-Casting-Mo/dp/B08V93GLWX?tag=dcaft-20,https://www.ebay.com/itm/355558305423
10 Pack Puppy Kitten Feeding Tube Kit Include 5 Pack 8 FR Red Rubber Puppy Feeding Tube and 5 Pack Clear Kitten Feeding Syringe 5 ML 10 ML 20 ML 30 ML 60 ML for Feeding Goat Kitten Puppy Small Animals,1,15.45,19.87,1.44,https://www.amazon.com/dp/B0B4V9Q9KK?tag=dcaft-20,https://www.ebay.com/itm/315146267411
"Traditional Medicinals Tea, Organic Echinacea Plus Elderberry, Boosts the Immune System, 16 Tea Bags",1,5.28,7.63,1.21,https://www.amazon.com/dp/B01LTI9DM2?tag=dcaft-20,https://www.ebay.com/itm/375320885423
"Drive-up Name Plate for Club Car DS Emblem Black Gold for Golf Cart-18"" X 2.24""",1,17.39,23.9,2.93,https://www.amazon.com/Drive-Up-Name-Plate-For-Club-Car-Ds-Emblem-Black-Gold-For-Golf-Cart-18-X-224/dp/B09GM2S3BP?tag=dcaft-20,https://www.ebay.com/itm/355454315673
"Rust-Oleum 7769830 Stops Rust Spray Paint, 12-Ounce, Flat Rusty Metal Primer",2,14.92,20.3,2.34,https://www.amazon.com/dp/B000PIKJAS?tag=dcaft-20,https://www.ebay.com/itm/315224094751
"TRUGLO Bow Sight, Tape Rplcmnt Range Rover (TG6401RT)",1,9.99,13,1.06,https://www.amazon.com/Truglo-Range-Rover-Archers-Choice-Replacement-Sight-Tapes/dp/B01C68CR8G?tag=dcaft-20,https://www.ebay.com/itm/186328713291
Primos HuntingPrimos,1,10.14,14.3,2.02,https://www.amazon.com/Primos-Hunting-Power-Owl-Turkey-Locator-Call-Black/dp/B0001WDDYM?tag=dcaft-20,https://www.ebay.com/itm/315246318901
"Kitchen Selection Black Plastic Spoons (Pack Of 50) - Extra Heavy Classic Dinnerware, Perfect Party Supplies for Family Gatherings, Birthdays, Events, Everyday Use, & More",1,2.45,4.38,1.27,https://www.amazon.com/dp/B0BV5H2B5F?tag=dcaft-20,https://www.ebay.com/itm/156110365148
"Backyard Seeds Shelled Peanut Pickouts for Woodpeckers, Birds, Squirrels, Wildlife (10 Pounds)",1,35.3,46.75,4.44,https://www.amazon.com/dp/B072XY3WGJ?tag=dcaft-20,https://www.ebay.com/itm/305413521382
"Clipboard with Storage,Heavy Duty Clip Boards 8.5x11 with 2 Storage Case,Clear Visible Top Panel Storage Clipboards,Side Open Clip Boards,Nursing Clipboard Folder Case for Office Supplies-Dark Purple",1,17.33,25.4,4.26,https://www.amazon.com/Clipboard-With-Storageheavy-Duty-Clip-Boards-85X11-With-2-Storage-Caseclear-V/dp/B0C7Q5YN4Q?tag=dcaft-20,https://www.ebay.com/itm/404807797355
"humanN SuperBeets Beet Root Capsules Quick Release 1000mg - Supports Nitric Oxide Production, Blood Pressure – Clinically Studied Antioxidants 90 Count Non-GMO Powder",1,21.4,27.58,2.04,https://www.amazon.com/dp/B0BMPR69TW?tag=dcaft-20,https://www.ebay.com/itm/404787390083
"AIDEA Laundry Detergent Sheets, Fresh Scent-(60 Loads) 30 Sheets, Eco-Friendly Laundry Detergent, No Plastic Jug, Washer Sheets, Laundry Soap Sheets, Strips for Travel Home",2,9.38,14,2.52,https://www.amazon.com/dp/B0CH8MZ5N5?tag=dcaft-20,https://www.ebay.com/itm/135006577911
"SUUNTO Clipper Compass, Micro Compass Attaches to Strap, Sleeve or Map Edge,Black",1,21.72,28.52,2.52,https://www.amazon.com/Suunto-Clipper-Watch-Compass-Black/dp/B000BSDU4Y?tag=dcaft-20,https://www.ebay.com/itm/226047450379
"Portable Door Lock for Travel, Door Lock Self-Defense Security Device for Home, Apartment, Hotel, Living Motel, School Dorm, House",1,5.31,7.62,1.17,https://www.amazon.com/Portable-Door-Lock-For-Travel-Door-Lock-Self-Defense-Security-Device-For-Home/dp/B08NKBS7BZ?tag=dcaft-20,https://www.ebay.com/itm/296200049253
"S&G Tool Aid (89800 Sanding Block, 5""",1,8.99,14,2.91,https://www.amazon.com/Tool-Aid-Sg-89800-Sanding-Block-5/dp/B000FN4L5W?tag=dcaft-20,https://www.ebay.com/itm/186247997202
BUNN Warmer Switch for Home Coffee Brewers,1,8.83,12.69,1.96,https://www.amazon.com/Bunn-Warmer-Switch-For-Home-Coffee-Brewers/dp/B074N3CYJZ?tag=dcaft-20,https://www.ebay.com/itm/404757497075
"A2O Water - Made in USA, pH Test Liquid for Alkaline, Tap, and Drinking Water, (WHT/100-125 Tests) 0.50 Fl Oz (Bigger Bottle)",1,8.68,12.64,2.06,https://www.amazon.com/A2O-Water-Made-In-Usa-Ph-Test-Liquid-For-Alkaline-Tap-And-Drinking-Water/dp/B01JTQ5E38?tag=dcaft-20,https://www.ebay.com/itm/334795730435
"6 Pack - Vezee Fuel Included Handi BBQ Grill Click Flame Long Stem Lighter - Refillable Butane Gas Candle Fireplace Kitchen Stove Wind Resistant, Red",1,13.56,18.1,1.83,https://www.amazon.com/dp/B098HKCJYJ?tag=dcaft-20,https://www.ebay.com/itm/285525151474
Catstickers,1,9.73,15.11,3.11,https://www.amazon.com/B-Kliban-Cat-Stickers-Sticker-Book/dp/0764963457?tag=dcaft-20,https://www.ebay.com/itm/364214500607
"O-Cedar Microfiber Cloth Mop Refill, Blue",1,7.97,11.5,1.81,https://www.amazon.com/dp/B004V8INWO?tag=dcaft-20,https://www.ebay.com/itm/185727655058
"Rit Liquid Dye, Pearl Gray 8oz",1,6.47,8.93,1.12,https://www.amazon.com/Rit-Liquid-Dye-Pearl-Gray-8Oz/dp/B00I3OF6WW?tag=dcaft-20,https://www.ebay.com/itm/296184449797
"Crescent 4"" Adjustable Black Oxide Wrench - Carded - AT24VS",1,10.86,14.08,1.11,https://www.amazon.com/Crescent-4-Adjustable-Black-Oxide-Wrench-Carded-At24Vs/dp/B0091A5G22?tag=dcaft-20,https://www.ebay.com/itm/355191960445
"APEXY Sweet Potato Glass Noodles, Japchae Noodles, Korean Vermicelli Pasta, Fat-free and Gluten-free, 100% Sweet Potato Starch, No Additive, No Alum inside, 24oz (680g)",2,22.98,32.1,4.3,https://www.amazon.com/Apexy-Sweet-Potato-Glass-Noodles-Japchae-Noodles-Korean-Vermicelli-Pasta-Fat/dp/B092BS2HL6?tag=dcaft-20,https://www.ebay.com/itm/375351253473
The Truman Show,1,5.39,7.7,1.16,https://www.amazon.com/Truman-Show-Jim-Carrey/dp/B072QLMDPX?tag=dcaft-20,https://www.ebay.com/itm/285758119898
"Ariel Powder Laundry Detergent, Original Scent, 211 ounces 132 Loads, 13.19 Pound (Pack of 1)",1,14.81,19.37,1.65,https://www.amazon.com/Ariel-Powder-Laundry-Detergent-Original-Scent-211-Ounces-132-Loads-1319-Poun/dp/B0BJMLQ7SW?tag=dcaft-20,https://www.ebay.com/itm/355548082795
Swanson Lithium Orotate Antioxidant Mood Emotional Wellness Behavior Memory Support Supplement 5 mg 60 Veggie Capsules (Elemental Lithium) 2 Pack,1,15.86,20.15,1.27,https://www.amazon.com/dp/B077HYY8PY?tag=dcaft-20,https://www.ebay.com/itm/305478588576
"Aqua Clear AquaClear 20 Activated Carbon Inserts, Aquarium Filter Replacement Media, 3-Pack, A1380",1,5.24,7.62,1.24,https://www.amazon.com/dp/B0041RUKHQ?tag=dcaft-20,https://www.ebay.com/itm/404898999006
Cicatricure Dia/Noche Arrugas Bolsas Day and night cream from eye wrinkles,1,22.63,28.72,1.78,https://www.amazon.com/Cicatricure-Dianoche-Arrugas-Bolsas-Day-And-Night-Cream-From-Eye-Wrinkles/dp/B00K632OCS?tag=dcaft-20,https://www.ebay.com/itm/305375041931
"Canson XL Series Watercolor Pad, Heavyweight White Paper, Foldover Binding, 30 Sheets, 9x12 inch",1,9.83,13.07,1.28,https://www.amazon.com/Canson-Watercolor-Textured-Charcoal-100510941/dp/B004M59O4C?tag=dcaft-20,https://www.ebay.com/itm/355089277712
"ex-lax Maximum Strength Stimulant Laxative Constipation Relief Pills for Occasional Constipation, Gentle Laxatives - 24 Count",1,6.4,8.76,1.05,https://www.amazon.com/dp/B001G6QT20?tag=dcaft-20,https://www.ebay.com/itm/126353400625
"Dr. Scholl's Athlete's Foot Medicated Spray Powder, 4.7 oz // 24-Hour Daily Relief of Itching & Burning, Clinically Proven, Cures & Prevents Most Athlete's Foot, Destroys Odors Instantly",1,5.39,8,1.41,https://www.amazon.com/dp/B0885HPBHK?tag=dcaft-20,https://www.ebay.com/itm/395224631859
iTaimay Oil Pressure Sensor Switch Socket for Special Size 1-1/16 Inch 27mm (Min) X 28.3mm(Max) Socket Switch 2-1/4 Inch Deep for Chrys ; Check OEM NO.Compatible with Vehicle in Details,1,9.48,12.63,1.26,https://www.amazon.com/Itaimay-Oil-Pressure-Sensor-Switch-Socket-For-Special-Size-1-116-Inch-27Mm-Min/dp/B0B18ZXRLJ?tag=dcaft-20,https://www.ebay.com/itm/315078778527
"Roasted Macadamia Nuts, Roasted Salted Flavor, 5 Oz Pouches (Pack of 24)",1,24.99,33.99,3.9,https://www.amazon.com/Mauna-Loa-Macadamia-0-5-Ounce-Triangle/dp/B00829YYTO?tag=dcaft-20,https://www.ebay.com/itm/305352913245
"Elmer's Rubber Cement Adhesive, 4 oz, Pack of 3 (E904)",1,15.13,19.05,1.06,https://www.amazon.com/Elmers-Rubber-Cement-Adhesive-4-Oz-Pack-Of-3-E904/dp/B019G0KHW0?tag=dcaft-20,https://www.ebay.com/itm/375326695456
Amodex Ink & Stain Remover 1oz Bottle,1,7.95,10.99,1.39,https://www.amazon.com/Amodex-Products-BP101-Remover-Bottle/dp/B0024FAAZ4?tag=dcaft-20,https://www.ebay.com/itm/355605385927
"Frank's RedHot Original Hot Sauce, 12 fl oz",1,3.64,5.78,1.27,https://www.amazon.com/Franks-RedHot-Original-Cayenne-Pepper/dp/B000XGGX6G?tag=dcaft-20,https://www.ebay.com/itm/404693245905
"VETRISCIENCE Canine Plus MultiVitamin for Senior Dogs - Vet Recommended Vitamin Supplement - Supports Mood, Skin, Coat, Liver Function, 60 Chews (Packaging May Vary)",1,12.5,17.71,2.55,https://www.amazon.com/dp/B071R3FM21?tag=dcaft-20,https://www.ebay.com/itm/364706059116
"RID-X Septic Treatment, 1 Month Supply Of Powder, 9.8 oz",3,23.97,32.97,4.05,https://www.amazon.com/RID-X-Septic-Treatment-Supply-Powder/dp/B000PINS38?tag=dcaft-20,https://www.ebay.com/itm/225853467298
Two For Texas,1,9.53,12.9,1.44,https://www.amazon.com/Two-For-Texas/dp/B00ADRYFAQ?tag=dcaft-20,https://www.ebay.com/itm/355381789077
Cadbury Curly Wurly British Chocolate Bar 26g x 10 bar,1,9.36,14.58,3.03,https://www.amazon.com/Cadbury-Curly-Wurly-British-Chocolate-Bar-26G-X-10-Bar/dp/B004HYEFL0?tag=dcaft-20,https://www.ebay.com/itm/225940563644
"McCormick Premium Taco Seasoning Mix, 24 oz",1,7.79,10.42,1.07,https://www.amazon.com/McCormick-Premium-Taco-Seasoning-24/dp/B005IVPFV0?tag=dcaft-20,https://www.ebay.com/itm/305390623188
"BCW Paperback Book Bags - 100-Pack | 5 x 7 3/8 Inches | Crystal Clear Polypropylene, Acid-Free Protection for Your Pocket Paperbacks | Book Covers for Paperbacks",1,6.57,8.99,1.07,https://www.amazon.com/BCW-Supplies-BB-MM1-Paperback-Sleeves/dp/B001IYJ1ZM?tag=dcaft-20,https://www.ebay.com/itm/134961138957
"HOWDIA 2 Pcs - Drawer Lock Cabinet Locks with Keys, Zinc Alloy Desk Locks File Cabinet Lock for Wardrobe Furniture Locker Showcase with 2 Key 16mm (Black)",1,9.69,12.69,1.1,https://www.amazon.com/dp/B07JB74JVK?tag=dcaft-20,https://www.ebay.com/itm/156132790526
Clout Goggles HypeBeast Oval Sunglasses Mod Style Kurt Cobain (White),1,7.45,11.1,1.99,https://www.amazon.com/Clout-Goggles-Hypebeast-Oval-Sunglasses-Mod-Style-Kurt-Cobain-White/dp/B076FHLHHQ?tag=dcaft-20,https://www.ebay.com/itm/404757498428
My First Ukrainian Alphabets Picture Book with English Translations: Bilingual Early Learning & Easy Teaching Ukrainian Books for Kids (Teach & Learn Basic Ukrainian words for Children),1,11.04,15.87,2.45,https://www.amazon.com/dp/0369600177?tag=dcaft-20,https://www.ebay.com/itm/404812772781
"2 Rolls Facial Myofascial Face Lift Tape, Face & Forehead Wrinkle Patches,Eye Neck Lift Tape, Unisex Anti-Wrinkle Patches Unisex Anti-Freeze Stickers Forehead Wrinkles for Firming And Tightening Skin",1,8.47,11.52,1.32,https://www.amazon.com/dp/B09WZYY9QJ?tag=dcaft-20,https://www.ebay.com/itm/285771385995
"Joinfworld 3 Way Round Rocker Switch 12V, Waterproof 3 Pin 3 Position ON/Off/ON 6A/250V AC 10A/125V DC SPDT Circle Toggle Switch with Wires for Auto Car Marine Boat - 8Pack",1,10.59,13.93,1.25,https://www.amazon.com/Joinfworld-Rocker-Switch-Waterproof-Position/dp/B0BMG4CRDY?tag=dcaft-20,https://www.ebay.com/itm/315094499991
"Jason Simply Coconut Whitening Fluoride-Free Toothpaste, Coconut Cream, 4.2 Oz",2,13.22,18.16,2.22,https://www.amazon.com/Jason-Simply-Coconut-Whitening-Fluoride-Free-Toothpaste-Coconut-Cream-42-Oz/dp/B074D9RYKG?tag=dcaft-20,https://www.ebay.com/itm/156151200312
"Aqueon Goldfish Fish Food Slow Sinking Granules, 5.8 Ounce, 100106053",1,1.25,5.04,3.03,https://www.amazon.com/Aqueon-Goldfish-Fish-Food-Slow-Sinking-Granules-58-Ounce-100106053/dp/B00176GXOI?tag=dcaft-20,https://www.ebay.com/itm/355541849615
Ancable 5-Pack 3.5mm Male to 2.5mm Female TS Mono Audio Adapter,1,7.71,10.5,1.22,https://www.amazon.com/Ancable-5-Pack-35Mm-Male-To-25Mm-Female-Ts-Mono-Audio-Adapter/dp/B07FDS6RMK?tag=dcaft-20,https://www.ebay.com/itm/225951007315
"Greenies Feline Pill Pockets for Cats Natural Soft Cat Treats, Salmon Flavor, 1.6 oz. Pack (45 Treats)",1,5.4,7.85,1.27,https://www.amazon.com/dp/B000JOE224?tag=dcaft-20,https://www.ebay.com/itm/315221701447
Degree Men Advanced Antiperspirant Deodorant Everest 2 Count 72-Hour Sweat and Odor Protection Antiperspirant For Men With MotionSense® Technology 2.7 oz,1,8.6,11.53,1.2,https://www.amazon.com/dp/B0061JPJ3M?tag=dcaft-20,https://www.ebay.com/itm/145134748190
"Bauducco Maria Cookies - Crispy Cookies - Perfect for Snacking, Coffee or Tea - Delicious Dessert Cookie - No Artificial Flavors or Colors - Pack of 1",3,3.57,8.97,4.05,https://www.amazon.com/Bauducco-Maria-Cookies-Crispy-Traditional/dp/B095YWFLJ4?tag=dcaft-20,https://www.ebay.com/itm/225839735470
"Goya Foods Chocolate Maria Cookies, 3.5 Ounce (Pack of 8)",1,4.99,9.99,3.5,https://www.amazon.com/Goya-Foods-Chocolate-Maria-Cookies-35-Ounce-Pack-Of-8/dp/B09G73DZL7?tag=dcaft-20,https://www.ebay.com/itm/335110866495
"500 Fragile Stickers 1 Roll 2"" x 3"" Fragile - Handle with Care - Thank You Shipping Labels Stickers (500 Labels/Roll)",1,5.71,8.15,1.22,https://www.amazon.com/dp/B0819VVXQV?tag=dcaft-20,https://www.ebay.com/itm/134972024825
